ID;Host Since;Host Response Rate;Neighbourhood Cleansed;Neighbourhood Group Cleansed;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Security Deposit;Cleaning Fee;Number of Reviews;Review Scores Rating;Calculated host listings count
8011473;14/9/13;;Embajadores;Centro;Madrid;28012;Spain;4.041.285.947.039.400;-3.703.050.484.421.640;Apartment;Entire home/apt;2;1.0;1;2;Real Bed;70;;35;0;;1
13221821;26/5/16;100;Embajadores;Centro;Madrid;;Spain;40.413.592.127.827.100;-3.703.169.512.570.850;Apartment;Entire home/apt;7;2.0;3;5;Real Bed;150;;47;44;97;1
1942585;22/12/11;100;Embajadores;Centro;Madrid;28012;Spain;404.090.849.589.356;-37.047.444.736.040.600;Apartment;Entire home/apt;14;2.0;3;14;Real Bed;120;300;60;13;92;9
9460773;7/5/14;100;Embajadores;Centro;Madrid;28012;Spain;40.405.529.543.852.200;-37.023.777.824.721.100;Condominium;Entire home/apt;2;1.0;1;2;Real Bed;45;150;15;68;95;7
16311700;9/8/14;100;Embajadores;Centro;Madrid;28012;Spain;40.411.960.985.445.800;-3.706.947.682.659.960;Apartment;Private room;2;1.0;1;1;Real Bed;37;;20;14;96;1
16202514;9/4/12;100;Islington;;London;N16 8HR;United Kingdom;51.547.536.901.772.600;-0.07673449791410124;Apartment;Private room;2;1.0;1;1;Real Bed;55;;15;0;;1
13657742;22/6/16;100;Downtown;;Los Angeles;90013;United States;3.404.590.643.848.940;-11.823.156.825.528.700;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;145;;50;14;93;1
5717023;9/11/12;100;Santa Monica;;Santa Monica;90401;United States;34.019.919.872.398.400;-11.849.682.229.952.500;Apartment;Private room;2;2.0;1;1;Real Bed;95;;50;4;95;1
5399733;15/8/12;100;Palacio;Centro;Madrid;28005;Spain;40.410.074.240.590.100;-37.106.236.892.189.800;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;89;100;25;33;98;2
10218330;21/5/14;100;Palacio;Centro;Madrid;28013;Spain;4.042.017.438.596.890;-3.712.628.745.100.700;Condominium;Entire home/apt;5;3.0;3;3;Real Bed;192;200;73;2;80;3
14773153;28/6/15;100;Palacio;Centro;Madrid;28005;Spain;4.040.989.805.431.660;-37.109.479.709.739.500;Loft;Entire home/apt;4;1.0;1;1;Real Bed;100;300;30;0;;9
1666184;14/9/13;100;Palacio;Centro;Madrid;28005;Spain;4.041.179.162.145.970;-3.709.707.931.327.850;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;70;;;24;88;2
17986327;8/5/14;100;Palacio;Centro;Madrid;28012;Spain;4.041.215.429.347.270;-3.708.006.181.023.030;Apartment;Private room;1;2.0;1;1;Real Bed;15;;15;0;;97
7796518;28/7/15;100;Palacio;Centro;Madrid;28013;Spain;404.215.557.414.176;-3.709.847.980.154.690;Apartment;Entire home/apt;5;2.0;2;2;Real Bed;100;150;60;4;95;1
12809312;26/3/12;100;Palacio;Centro;Madrid;28012;Spain;4.041.276.583.905.960;-37.075.909.638.953.400;Apartment;Private room;2;1.5;1;1;Real Bed;52;150;8;4;90;2
9914784;21/1/13;100;Palacio;Centro;Madrid;28005;Spain;40.411.726.282.959.500;-37.126.621.848.665.000;Loft;Entire home/apt;4;2.0;2;3;Real Bed;160;;;40;93;4
4196358;20/1/14;100;Palacio;Centro;Madrid;28013;Spain;40.420.992.161.619.300;-3.710.401.967.861.490;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;80;;20;46;88;1
13183219;24/5/16;100;Palacio;Centro;Madrid;28005;Spain;40.412.028.475.410.600;-3.715.778.795.417.610;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;68;130;24;20;83;2
15508358;14/10/16;100;Palacio;Centro;Madrid;28013;Spain;40.415.124.675.607.300;-37.102.938.005.955.100;Apartment;Entire home/apt;6;1.0;2;2;Real Bed;80;100;20;23;95;2
11050879;4/2/16;100;Palacio;Centro;Madrid;28005;Spain;40.411.268.401.960.900;-3.711.598.282.910.730;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;60;250;;0;;1
5547854;2/10/13;100;Embajadores;Centro;Madrid;28012;Spain;4.040.645.117.724.530;-3.699.536.858.845.090;Apartment;Private room;2;1.0;1;1;Real Bed;28;;;87;88;8
843700;21/11/12;100;Embajadores;Centro;Madrid;28012;Spain;404.133.780.215.198;-3.706.167.781.380.050;Bed & Breakfast;Private room;2;1.5;1;1;Real Bed;50;200;50;11;100;3
2966350;15/7/11;100;Embajadores;Centro;Madrid;28012;Spain;4.041.204.778.900.970;-37.010.215.232.974.800;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;50;90;25;134;89;1
4319780;26/7/14;100;Embajadores;Centro;Madrid;28012;Spain;40.410.469.609.965.800;-3.701.457.309.971.550;Apartment;Private room;2;1.0;1;1;Real Bed;40;150;20;60;91;1
17731717;19/2/15;100;Embajadores;Centro;Madrid;28012;Spain;4.040.960.280.780.840;-36.950.180.629.075.300;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;62;150;30;0;;3
12807973;7/4/16;100;Embajadores;Centro;Madrid;28012;Spain;4.040.581.437.264.110;-37.002.515.446.017.100;Apartment;Entire home/apt;3;1.0;2;2;Real Bed;50;;20;58;93;4
12705598;14/9/15;100;Embajadores;Centro;Madrid;28012;Spain;40.410.986.887.960.600;-37.050.591.885.379.100;Apartment;Private room;2;1.5;1;1;Real Bed;25;;;39;89;7
14894437;17/2/16;100;Embajadores;Centro;Madrid;28012;Spain;40.407.653.734.017.100;-3.699.040.885.353.480;Condominium;Entire home/apt;4;1.0;1;2;Real Bed;47;;;28;95;2
11690240;10/12/13;100;Embajadores;Centro;Madrid;28012;Spain;4.040.732.471.847.040;-37.006.600.238.093.600;House;Private room;2;1.0;1;1;Real Bed;38;100;15;5;80;1
16959438;6/5/14;100;Embajadores;Centro;Madrid;28005;Spain;4.041.086.697.749.360;-3.706.966.665.173.070;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;75;100;25;3;100;7
6936094;9/5/14;100;Embajadores;Centro;Madrid;28012;Spain;4.041.167.401.317.610;-37.002.906.279.887.300;Bed & Breakfast;Private room;2;2.5;1;1;Real Bed;38;150;10;1;100;2
9535469;13/5/11;100;Embajadores;Centro;Madrid;28012;Spain;4.041.179.965.542.780;-37.039.433.023.426.400;Apartment;Entire home/apt;5;1.0;1;3;Real Bed;75;200;35;34;95;11
16721056;10/7/13;100;Embajadores;Centro;Madrid;28012;Spain;40.408.934.060.073.100;-37.049.793.312.797.100;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;55;100;20;0;;2
429604;10/4/12;;Embajadores;Centro;Madrid;28012;Spain;4.041.268.109.204.170;-3.701.247.361.306.430;Apartment;Entire home/apt;3;1.0;0;2;Real Bed;65;200;;2;100;2
5446082;9/1/14;100;Embajadores;Centro;Madrid;28012;Spain;4.041.250.621.572.400;-3.703.883.357.747.490;Apartment;Private room;2;1.0;1;1;Real Bed;39;;12;15;89;8
17049729;2/2/17;100;Palacio;Centro;Madrid;28013;Spain;40.421.408.098.599.400;-37.076.499.381.013.700;Apartment;Entire home/apt;4;1.0;1;3;Real Bed;60;;10;4;75;2
16818439;23/4/16;80;Palacio;Centro;Madrid;28008;Spain;40.417.820.222.494.900;-37.197.982.296.625.300;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;80;;20;1;;1
13940202;14/1/16;90;Palacio;Centro;Madrid;28005;Spain;4.041.068.105.552.730;-37.134.884.823.063.300;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;65;;25;6;77;3
1717189;7/11/12;94;Palacio;Centro;Madrid;28005;Spain;4.041.205.745.086.380;-3.709.148.993.063.110;Apartment;Entire home/apt;6;2.0;2;2;Real Bed;72;200;25;119;90;12
16183177;4/7/12;100;Palacio;Centro;Madrid;28013;Spain;4.041.627.556.008.440;-3.710.189.188.358.300;Other;Entire home/apt;2;1.0;0;1;Real Bed;60;120;10;10;82;7
16669645;4/10/16;100;Palacio;Centro;Madrid;28013;Spain;40.416.850.378.393.800;-37.116.059.823.914.500;Hostel;Private room;2;1.0;1;1;Real Bed;60;;;0;;6
16216763;3/4/15;100;Palacio;Centro;Madrid;28005;Spain;40.409.771.307.715.100;-3.717.248.479.475.310;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;56;200;10;20;95;1
9151112;25/1/12;100;Palacio;Centro;Madrid;28013;Spain;4.041.968.006.281.560;-37.107.451.758.163.800;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;98;200;50;5;88;40
17620099;8/3/17;100;Palacio;Centro;Madrid;28013;Spain;4.042.174.883.108.160;-371.110.520.281.181;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;120;;;0;;6
12375305;14/1/16;100;Palacio;Centro;Madrid;;Spain;40.410.760.081.722.400;-3.711.932.782.585.150;Condominium;Entire home/apt;2;1.0;1;1;Real Bed;51;;15;14;90;1
13197379;12/7/15;100;Palacio;Centro;Madrid;28005;Spain;4.040.911.329.232.870;-37.116.742.868.563.500;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;50;;20;2;100;2
13226641;1/10/15;100;Palacio;Centro;Madrid;28005;Spain;4.040.901.134.000.830;-37.112.225.444.414.100;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;79;;20;67;91;11
11633315;5/3/16;100;Palacio;Centro;Madrid;28013;Spain;4.042.247.796.997.050;-37.101.564.044.628.200;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;63;100;;81;95;1
9935947;5/4/11;100;Palacio;Centro;Madrid;28005;Spain;4.041.322.292.205.860;-3.711.935.339.760.130;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;80;200;50;33;99;4
15701193;24/11/12;100;Palacio;Centro;Madrid;28013;Spain;4.041.578.614.611.580;-37.099.269.990.498.600;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;72;200;30;20;93;3
13197405;16/1/15;100;Palacio;Centro;Madrid;28005;Spain;4.041.247.706.434.660;-37.089.954.086.062.700;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;60;;25;41;98;1
12766878;29/4/16;100;Palacio;Centro;Madrid;28005;Spain;4.041.105.503.357.970;-3.716.839.748.486.400;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;40;200;30;11;89;1
15094639;12/9/14;100;Palacio;Centro;Madrid;28005;Spain;4.041.166.679.202.020;-37.100.405.006.315.300;Apartment;Private room;2;1.0;1;1;Real Bed;40;;;50;97;1
2965016;7/2/14;100;Palacio;Centro;Madrid;28012;Spain;4.041.242.019.704.000;-3.707.873.449.904.830;Apartment;Entire home/apt;12;2.0;5;8;Real Bed;300;;100;24;93;6
15852288;31/5/15;100;Palacio;Centro;Madrid;28005;Spain;4.040.960.750.253.680;-3.710.648.578.507.720;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;65;100;;2;100;2
10900611;23/12/13;100;Palacio;Centro;Madrid;28005;Spain;4.040.940.085.610.750;-3.711.630.313.124.470;Apartment;Entire home/apt;2;1.0;1;2;Real Bed;49;90;15;17;85;2
1105892;24/4/13;100;Palacio;Centro;Madrid;28005;Spain;4.041.106.051.873.260;-3.709.062.553.832.320;Apartment;Private room;2;1.0;1;1;Real Bed;45;;10;35;81;7
10152233;8/12/15;100;Embajadores;Centro;Madrid;28012;Spain;40.409.799.346.084.700;-37.006.812.109.375.300;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;35;100;20;55;80;4
4745997;1/12/14;100;Embajadores;Centro;Madrid;28005;Spain;4.041.006.299.208.210;-37.074.788.445.532.000;Apartment;Private room;2;1.0;1;1;Real Bed;35;;;218;95;1
16763949;18/3/11;89;Embajadores;Centro;Madrid;28012;Spain;404.118.744.602.771;-37.013.086.312.411.200;Apartment;Entire home/apt;10;1.0;3;5;Real Bed;245;150;;0;;7
16248091;12/1/16;99;Embajadores;Centro;Madrid;28012;Spain;4.040.872.321.515.410;-3.692.362.019.148.060;Apartment;Entire home/apt;8;2.0;4;6;Real Bed;120;;37;7;93;67
1536252;16/8/13;100;Embajadores;Centro;Madrid;28012;Spain;4.041.177.611.206.860;-37.048.986.142.686.400;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;40;100;20;157;91;1
16675905;26/4/16;100;Embajadores;Centro;Madrid;28012;Spain;4.040.635.370.973.260;-3.703.991.429.463.030;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;65;;;18;92;4
7108452;8/2/15;;Embajadores;Centro;Madrid;28005;Spain;4.040.770.758.436.700;-37.040.950.722.900.500;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;59;;;0;;1
5832510;8/12/10;100;Embajadores;Centro;Madrid;28012;Spain;40.410.195.379.504.500;-3.701.701.454.349.700;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;29;250;25;70;75;4
12484031;19/2/15;90;Embajadores;Centro;Madrid;28012;Spain;4.041.010.368.433.250;-37.024.079.516.336.100;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;49;;;16;88;1
9300301;23/12/14;76;Embajadores;Centro;Madrid;;Spain;40.410.791.190.545.300;-3.697.963.633.236.870;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;90;300;;14;94;3
8528189;8/5/14;100;Embajadores;Centro;Madrid;28012;Spain;404.108.295.056.357;-37.072.816.628.275.200;Apartment;Private room;2;4.0;1;1;Real Bed;25;;15;0;;97
1532354;1/7/13;100;Embajadores;Centro;Madrid;28005;Spain;40.408.426.111.106.200;-3.706.267.182.628.440;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;48;;35;40;87;2
581691;8/7/12;100;Embajadores;Centro;Madrid;28012;Spain;40.407.177.992.344.000;-37.032.677.171.801.200;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;48;90;20;198;92;23
3922548;7/10/13;100;Embajadores;Centro;Madrid;28012;Spain;4.041.143.048.037.390;-3.699.736.948.686.540;Apartment;Entire home/apt;6;1.0;3;4;Real Bed;180;220;60;71;93;15
9982157;11/7/15;100;Embajadores;Centro;Madrid;28012;Spain;4.041.244.869.783.960;-37.033.574.454.587.100;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;50;100;25;38;71;1
4967324;9/8/12;100;Embajadores;Centro;Madrid;28005;Spain;4.040.814.840.119.400;-37.058.782.865.702.400;Apartment;Entire home/apt;6;1.5;2;3;Real Bed;180;;30;34;93;1
14280309;17/6/16;100;Embajadores;Centro;Madrid;28005;Spain;40.413.582.261.605.100;-3.706.742.568.186.560;Apartment;Private room;1;1.0;1;1;Futon;18;;9;75;92;5
17745201;30/3/16;;Embajadores;Centro;Madrid;28012;Spain;4.040.877.744.958.350;-3.700.857.189.814.320;Apartment;Private room;1;2.0;1;1;Real Bed;43;200;30;0;;20
3555938;9/5/14;100;Embajadores;Centro;Madrid;28012;Spain;4.041.174.043.624.050;-3.703.884.779.810.480;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;85;200;20;1;80;3
12107436;9/1/14;100;Embajadores;Centro;Madrid;28012;Spain;40.412.525.520.076.700;-37.023.275.263.544.800;Apartment;Entire home/apt;8;1.0;3;4;Real Bed;135;300;45;21;91;8
16223429;3/12/16;100;Embajadores;Centro;Madrid;28012;Spain;40.410.513.825.901.800;-3.699.055.538.099.470;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;40;100;20;18;96;1
15631086;27/9/12;100;Greenwich;;London;SE10 8JZ;United Kingdom;5.147.430.512.616.380;-0.016563320585030746;House;Private room;2;1.0;1;2;Real Bed;34;;;2;90;1
12684626;25/11/13;100;East Riverside;;New Orleans;70115;United States;29.919.928.805.280.400;-9.008.947.477.187.640;House;Private room;4;1.0;1;1;Real Bed;70;200;25;29;90;2
7767316;19/7/15;50;Palma de Mallorca;;Palma;7014;Spain;3.956.739.939.854.270;2.628.353.564.389.370;House;Entire home/apt;4;1.5;2;3;Real Bed;65;200;50;16;93;1
3222779;19/11/12;100;Universidad;Centro;Madrid;28004;Spain;4.042.580.307.547.740;-37.032.630.594.853.200;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;85;150;30;125;86;23
1333024;22/5/12;100;Universidad;Centro;Madrid;28004;Spain;4.042.606.120.005.850;-37.023.314.081.688.800;Apartment;Entire home/apt;4;1.0;1;3;Real Bed;75;200;30;165;97;4
1234836;20/3/13;100;Universidad;Centro;Madrid;28015;Spain;40.423.965.450.543.300;-37.091.077.270.618.300;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;50;;25;174;84;46
4015119;1/9/14;100;Universidad;Centro;Madrid;28004;Spain;40.424.826.225.901.200;-37.069.068.274.127.500;House;Private room;2;2.0;1;1;Real Bed;50;;;0;;3
8172203;1/9/15;89;Universidad;Centro;Madrid;28004;Spain;4.042.882.593.747.720;-37.044.845.720.164.600;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;55;;30;49;87;1
5266480;20/3/13;100;Universidad;Centro;Madrid;28004;Spain;4.042.107.124.667.450;-37.058.532.514.816.300;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;45;;25;63;79;46
2943509;25/7/12;100;Universidad;Centro;Madrid;28004;Spain;4.042.435.981.347.320;-3.706.730.789.231.220;Apartment;Entire home/apt;8;1.0;2;5;Real Bed;99;250;25;2;90;5
12709013;25/4/16;100;Universidad;Centro;Madrid;28004;Spain;40.422.373.945.934.200;-37.042.469.107.521.100;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;40;;5;86;82;2
15558347;13/4/15;100;Universidad;Centro;Madrid;;Spain;40.428.131.047.129.700;-3.706.434.963.772.610;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;75;;;0;;1
16743974;13/3/16;100;Universidad;Centro;Madrid;28004;Spain;4.042.670.924.710.700;-37.018.606.883.146.800;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;120;;40;6;90;1
6340181;19/2/15;100;Universidad;Centro;Madrid;28015;Spain;4.042.590.166.455.750;-37.066.497.032.656.700;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;76;;25;81;99;1
11933593;20/3/16;100;Universidad;Centro;Madrid;28004;Spain;4.042.371.551.994.810;-37.046.934.796.945.300;Apartment;Private room;2;1.0;1;1;Real Bed;35;;10;34;98;1
1763683;30/11/12;100;Universidad;Centro;Madrid;28004;Spain;40.424.369.368.904.500;-3.701.134.025.477.820;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;50;200;30;90;93;5
16213533;5/8/13;100;Universidad;Centro;Madrid;28004;Spain;4.042.806.187.749.850;-37.030.077.874.918.600;Other;Entire home/apt;2;1.0;0;1;Real Bed;43;120;25;5;100;1
15427486;13/9/16;100;Universidad;Centro;Madrid;28004;Spain;4.042.326.037.117.710;-37.023.264.045.223.400;Apartment;Shared room;1;1.0;1;1;Real Bed;15;;;7;77;2
3727205;11/4/13;100;Universidad;Centro;Madrid;28004;Spain;40.424.948.521.296.800;-37.016.837.165.680.700;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;65;100;30;199;96;3
13231178;14/6/14;97;Universidad;Centro;Madrid;28004;Spain;40.426.132.859.092.000;-37.026.892.222.485.200;Apartment;Entire home/apt;4;1.0;0;1;Real Bed;49;150;30;21;81;2
15718951;16/2/16;96;Universidad;Centro;Madrid;28013;Spain;40.421.989.649.982.400;-37.034.256.123.108.400;Apartment;Entire home/apt;3;1.0;0;2;Real Bed;50;;5;8;60;5
17749414;15/2/15;100;Universidad;Centro;Madrid;28004;Spain;40.426.423.189.977.500;-37.052.291.207.185.700;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;99;;25;1;100;8
17651325;7/1/17;100;Universidad;Centro;Madrid;28004;Spain;40.423.367.741.481.700;-37.063.640.784.088.700;Apartment;Private room;1;1.0;1;1;Real Bed;18;95;15;0;;2
6409632;21/3/13;100;Universidad;Centro;Madrid;2015;Spain;40.426.946.112.984.800;-37.093.682.853.051.700;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;75;200;30;26;94;2
17362722;17/11/14;100;Universidad;Centro;Madrid;28004;Spain;4.042.444.702.720.920;-37.044.282.230.828.500;Apartment;Entire home/apt;10;2.0;4;4;Real Bed;300;400;60;5;100;5
6999084;25/6/15;94;Universidad;Centro;Madrid;28015;Spain;40.424.331.844.667.100;-3.707.629.261.924.950;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;70;400;25;19;98;1
737480;16/7/12;100;Universidad;Centro;Madrid;28004;Spain;4.042.405.874.456.740;-37.051.719.274.144.000;Apartment;Entire home/apt;5;1.0;2;3;Real Bed;55;;25;69;87;8
18071532;30/10/14;;Universidad;Centro;Madrid;28015;Spain;40.425.779.627.390.700;-37.119.994.854.603;Apartment;Private room;2;1.0;1;1;Real Bed;35;;;0;;1
8913498;2/7/15;100;Sol;Centro;Madrid;28013;Spain;4.041.703.247.215.500;-37.072.821.801.251.800;Apartment;Entire home/apt;8;2.0;3;5;Real Bed;168;100;35;1;100;21
760104;30/10/12;100;Sol;Centro;Madrid;28013;Spain;40.417.024.367.967.300;-37.065.526.932.652.200;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;99;;;62;94;2
10555639;30/12/15;100;Sol;Centro;Madrid;28013;Spain;404.189.394.326.398;-3.700.673.920.380.280;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;65;100;20;39;92;1
10717137;20/1/16;100;Sol;Centro;Madrid;28012;Spain;4.041.706.551.607.140;-37.032.481.354.084;Apartment;Entire home/apt;6;1.0;2;2;Real Bed;125;150;;67;95;2
10914059;13/6/15;100;Sol;Centro;Madrid;28013;Spain;4.041.966.878.909.540;-3.701.624.233.034.310;Apartment;Entire home/apt;4;1.0;0;1;Real Bed;95;;;0;;13
1685502;11/11/12;100;Sol;Centro;Madrid;;Spain;40.417.450.439.049.500;-37.043.887.320.616.800;House;Private room;2;1.0;1;1;Real Bed;65;;;4;100;2
7131604;13/6/13;98;Sol;Centro;Madrid;28013;Spain;4.041.619.432.585.270;-37.028.145.665.808.300;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;69;100;30;80;88;4
16144253;27/11/16;100;Sol;Centro;Madrid;28013;Spain;4.041.746.046.026.660;-37.065.536.748.257.900;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;39;;;12;82;6
7192263;2/7/15;100;Sol;Centro;Madrid;28013;Spain;4.041.718.158.265.860;-370.795.909.638.614;Apartment;Entire home/apt;8;2.0;3;5;Real Bed;177;100;35;26;95;21
4353849;24/2/12;100;Sol;Centro;Madrid;28013;Spain;4.041.772.428.479.350;-3.700.719.135.320.290;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;275;200;40;1;100;15
6034687;7/4/15;50;Sol;Centro;Madrid;28013;Spain;4.041.843.363.991.720;-37.074.227.081.526.400;Apartment;Private room;1;5.0;1;1;Real Bed;20;200;;0;;38
15202177;5/3/15;100;Sol;Centro;Madrid;28012;Spain;40.414.259.322.253.600;-37.060.047.878.357.300;Other;Entire home/apt;5;2.0;3;3;Real Bed;135;175;42;37;97;13
16444270;27/1/11;100;Sol;Centro;Madrid;28012;Spain;40.416.332.744.253.900;-37.029.187.505.244.600;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;110;300;50;1;100;3
944555;17/2/13;100;Sol;Centro;Madrid;28013;Spain;4.041.547.663.182.740;-37.051.344.640.634.400;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;63;;15;141;97;1
7143136;2/7/15;100;Sol;Centro;Madrid;28013;Spain;4.041.647.109.666.020;-3.707.022.789.977.190;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;91;100;;1;100;21
16139533;4/12/12;100;Sol;Centro;Madrid;28013;Spain;40.417.225.572.477.000;-3.707.476.330.999.440;Apartment;Entire home/apt;5;2.0;2;2;Real Bed;120;;30;5;100;3
16038478;3/12/14;100;Sol;Centro;Madrid;28013;Spain;4.041.853.658.806.060;-3.702.550.986.003.310;Apartment;Entire home/apt;4;1.0;2;2;Real Bed;87;300;39;18;94;5
4339046;19/9/14;75;Sol;Centro;Madrid;28012;Spain;40.414.867.702.662.700;-3.707.529.145.901.830;Apartment;Entire home/apt;6;2.0;2;4;Real Bed;130;200;60;4;75;145
17934695;12/4/15;67;Sol;Centro;Madrid;28012;Spain;4.041.574.722.664.910;-37.016.949.045.571.600;Apartment;Private room;2;1.0;1;1;Real Bed;39;100;30;0;;2
16198203;7/10/13;100;Sol;Centro;Madrid;28012;Spain;4.041.485.865.476.470;-3.704.459.048.014.030;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;70;150;45;8;95;15
16259768;3/12/12;78;Sol;Centro;Madrid;28013;Spain;40.418.485.489.007.900;-3.703.397.358.291.010;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;82;92;30;2;100;1
4302977;20/8/13;100;Sol;Centro;Madrid;28013;Spain;40.419.448.659.595.200;-37.006.909.012.433.100;Apartment;Entire home/apt;3;1.0;0;2;Real Bed;69;100;20;162;94;7
4402508;21/7/14;100;Sol;Centro;Madrid;28013;Spain;4.041.885.700.415.760;-37.036.685.475.403.000;Condominium;Private room;2;2.0;1;1;Real Bed;20;;10;127;86;7
16188253;30/11/16;100;Sol;Centro;Madrid;28005;Spain;4.041.535.653.035.840;-37.031.236.233.865.000;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;45;100;20;4;85;1
1086861;17/4/13;100;Imperial;Arganzuela;Madrid;28005;Spain;4.041.283.128.396.530;-3.717.930.880.399.830;House;Private room;2;1.0;1;1;Real Bed;22;;10;36;93;1
15855225;6/11/16;100;Imperial;Arganzuela;Madrid;28005;Spain;40.411.960.322.558.000;-37.204.053.635.112.600;Apartment;Private room;2;1.0;1;1;Real Bed;23;;10;3;93;2
11254051;9/1/16;100;Imperial;Arganzuela;Madrid;28005;Spain;4.040.559.859.573.050;-3.712.660.345.505.280;Apartment;Entire home/apt;5;1.0;3;4;Real Bed;110;200;25;95;97;1
11155957;9/2/16;100;Imperial;Arganzuela;Madrid;;Spain;40.403.250.425.778.400;-37.141.972.176.375.000;Apartment;Entire home/apt;3;2.0;2;2;Real Bed;60;;30;31;97;1
15642904;16/2/15;100;Acacias;Arganzuela;Madrid;28005;Spain;4.040.479.531.163.240;-3.710.049.498.585.270;Apartment;Entire home/apt;3;1.0;1;2;Real Bed;60;;10;8;90;1
1335752;2/7/13;;Acacias;Arganzuela;Madrid;28005;Spain;4.040.512.862.623.400;-37.077.258.169.302.900;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;60;100;;7;98;1
12208039;19/8/15;;Acacias;Arganzuela;Madrid;28005;Spain;4.040.173.131.808.730;-37.058.038.103.572.900;Apartment;Private room;1;1.0;1;1;Real Bed;30;;;0;;3
15911968;8/11/16;95;Acacias;Arganzuela;Madrid;28005;Spain;4.040.469.941.109.770;-37.072.305.396.706.300;Apartment;Private room;2;0.0;1;2;Real Bed;22;100;;4;95;3
15019446;20/10/13;100;Acacias;Arganzuela;Madrid;28005;Spain;40.401.288.026.668.500;-37.022.358.354.030.300;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;60;300;70;6;97;1
13829247;10/4/16;83;Acacias;Arganzuela;Madrid;28005;Spain;4.040.248.852.546.480;-3.707.082.800.522.680;Apartment;Entire home/apt;8;3.0;4;7;Real Bed;140;200;40;5;96;1
14378396;6/8/16;100;Chopera;Arganzuela;Madrid;28045;Spain;40.390.911.609.899.300;-369.600.531.167.832;Apartment;Private room;2;1.0;1;1;Real Bed;19;;;7;87;1
2073058;16/8/12;;Chopera;Arganzuela;Madrid;28045;Spain;40.396.748.541.425.700;-36.984.647.866.831.900;Apartment;Private room;2;1.0;1;1;Real Bed;50;;;16;96;1
