ID;Host Since;Host Response Rate;Neighbourhood Cleansed;Neighbourhood Group Cleansed;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Security Deposit;Cleaning Fee;Number of Reviews;Review Scores Rating;Calculated host listings count
18065409;2/9/14;100;Universidad;Centro;Madrid;28004;Spain;4.042.543.734.696.460;-37.088.389.309.689.100;Apartment;Entire home/apt;2;1.0;0;1;Real Bed;45;;15;0;;1
7338001;4/2/13;100;Universidad;Centro;Madrid;28004;Spain;4.042.216.174.613.820;-37.037.726.617.857.600;Apartment;Entire home/apt;2;1.0;1;2;Real Bed;75;200;30;14;90;1
11310181;22/1/13;100;Universidad;Centro;Madrid;28015;Spain;40.426.638.419.966.000;-371.028.502.696.002;Apartment;Entire home/apt;1;1.0;0;1;Real Bed;25;;;15;84;2
15580926;13/6/16;100;Universidad;Centro;Madrid;28015;Spain;4.042.632.986.285.660;-37.085.768.343.158.500;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;100;250;58;7;91;11
12086335;11/1/16;;Universidad;Centro;Madrid;28004;Spain;40.420.811.731.411.900;-3.703.162.487.096.580;Apartment;Private room;2;1.0;1;2;Real Bed;35;;;0;;1
18081471;6/4/17;;Universidad;Centro;Madrid;28004;Spain;4.042.520.301.881.210;-37.041.226.350.863.300;Apartment;Entire home/apt;5;1.0;1;3;Real Bed;75;100;25;0;;1
2188662;17/6/12;100;Universidad;Centro;Madrid;28012;Spain;4.042.779.019.118.550;-3.703.758.522.012.620;Apartment;Entire home/apt;4;1.0;2;4;Real Bed;116;450;50;85;99;5
15054873;14/9/16;100;Universidad;Centro;Madrid;28004;Spain;4.042.147.611.344.330;-37.034.687.345.459.100;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;50;;5;38;75;1
9293579;14/9/12;100;Universidad;Centro;Madrid;28004;Spain;404.248.472.809.972;-37.022.701.695.411.700;Apartment;Entire home/apt;4;2.0;2;3;Real Bed;118;;77;0;;77
7982711;28/6/14;92;Universidad;Centro;Madrid;28004;Spain;4.042.076.213.483.560;-37.026.529.865.283.600;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;70;;;36;83;2
15333058;12/1/16;99;Universidad;Centro;Madrid;28004;Spain;4.042.520.738.897.080;-37.018.931.075.093.500;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;100;100;25;1;100;67
5948968;25/10/14;100;Universidad;Centro;Madrid;28015;Spain;40.425.768.917.488.600;-3.711.482.566.638.280;Apartment;Entire home/apt;3;1.0;1;1;Real Bed;60;;25;88;95;2
11257292;12/11/12;100;Universidad;Centro;Madrid;28004;Spain;4.042.482.947.061.080;-37.062.363.090.953.500;Apartment;Private room;5;2.0;1;2;Real Bed;40;;;4;100;2
5617122;12/8/14;;Universidad;Centro;Madrid;28004;Spain;4.042.672.045.489.180;-37.047.381.480.696.600;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;70;100;20;10;88;1
14336801;8/8/13;100;Universidad;Centro;Madrid;28004;Spain;4.042.461.716.705.630;-37.028.723.282.899.800;Apartment;Entire home/apt;3;1.0;2;2;Real Bed;85;100;;4;100;1
9224648;8/10/15;100;Universidad;Centro;Madrid;28004;Spain;404.205.740.831.242;-37.053.135.950.600.000;Loft;Entire home/apt;4;1.0;0;2;Real Bed;85;300;;56;94;3
11747468;15/6/14;97;Universidad;Centro;Madrid;28004;Spain;4.042.675.646.089.190;-37.021.022.575.195.500;Apartment;Entire home/apt;4;2.0;2;4;Real Bed;115;400;30;7;100;6
1753979;6/9/12;100;Sol;Centro;Madrid;28013;Spain;4.041.880.924.636.170;-3.701.292.957.856.370;Apartment;Entire home/apt;3;1.0;0;1;Real Bed;45;200;20;215;97;1
3811778;8/5/14;100;Sol;Centro;Madrid;28013;Spain;40.419.371.874.513.300;-37.019.022.125.833.400;Apartment;Private room;2;2.0;1;1;Real Bed;25;;15;1;100;97
471328;15/11/11;94;Sol;Centro;Madrid;28012;Spain;4.041.644.448.481.890;-37.022.248.644.723.100;Apartment;Entire home/apt;2;1.0;1;1;Real Bed;82;200;32;74;90;51
14328391;3/8/16;100;Sol;Centro;Madrid;28012;Spain;4.041.570.179.334.380;-37.058.347.421.152.500;Apartment;Entire home/apt;6;2.0;2;3;Real Bed;150;250;42;23;96;1
16882536;4/8/16;89;Sol;Centro;Madrid;28012;Spain;4.041.511.285.184.280;-370.454.591.410.271;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;110;;40;8;95;4
10556191;12/1/16;100;Sol;Centro;Madrid;28012;Spain;40.414.999.514.989.000;-3.703.095.934.979.670;Apartment;Entire home/apt;16;6.0;10;16;Real Bed;180;300;35;15;84;5
2294171;28/1/14;;Sol;Centro;Madrid;28013;Spain;404.162.070.770.309;-37.077.063.450.241.000;Apartment;Entire home/apt;6;2.0;4;6;Real Bed;200;300;;0;;1
16160117;4/7/13;100;Sol;Centro;Madrid;28014;Spain;4.041.651.227.639.340;-37.018.829.909.486.600;Apartment;Entire home/apt;6;1.0;1;1;Real Bed;199;;;1;100;1
15715477;10/2/15;100;Sol;Centro;Madrid;28012;Spain;40.415.093.656.938.600;-3.706.168.574.409.890;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;90;100;40;10;96;48
7540378;23/7/15;71;Sol;Centro;Madrid;28012;Spain;4.041.582.921.129.110;-37.054.263.397.818.300;Apartment;Entire home/apt;4;1.0;1;1;Pull-out Sofa;75;150;25;2;100;7
10855267;13/6/15;100;Sol;Centro;Madrid;28013;Spain;4.041.934.283.549.520;-37.004.192.320.540.200;Apartment;Entire home/apt;6;1.5;2;3;Real Bed;125;;;0;;13
7140656;2/7/15;100;Sol;Centro;Madrid;28013;Spain;4.041.545.052.043.330;-37.067.457.240.773.700;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;109;100;;1;100;21
6299647;30/12/11;90;Sol;Centro;Madrid;28012;Spain;4.041.640.789.448.080;-37.042.740.389.464.900;Apartment;Private room;2;2.0;1;1;Real Bed;38;200;10;22;95;1
6009025;7/4/15;50;Sol;Centro;Madrid;28013;Spain;4.041.856.678.456.040;-37.009.379.776.234.000;Apartment;Private room;2;5.0;1;1;Real Bed;32;200;;1;40;38
471238;15/11/11;94;Sol;Centro;Madrid;28012;Spain;4.041.587.692.768.170;-37.020.009.868.215.200;Apartment;Entire home/apt;4;1.0;1;1;Real Bed;82;200;32;12;87;51
2963086;9/10/13;100;Sol;Centro;Madrid;28012;Spain;4.041.597.280.545.750;-37.025.950.814.136.600;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;75;;;205;97;2
5327404;5/2/15;56;Sol;Centro;Madrid;28012;Spain;4.041.614.419.740.840;-37.023.235.583.653.400;Apartment;Entire home/apt;4;1.0;0;4;Real Bed;80;;;13;73;3
6973250;15/5/15;100;Sol;Centro;Madrid;28005;Spain;4.041.550.236.716.070;-3.708.360.516.993.220;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;95;100;40;136;97;1
7397030;2/7/15;100;Sol;Centro;Madrid;28013;Spain;40.416.568.809.813.600;-37.082.843.118.619.200;Apartment;Entire home/apt;4;1.0;1;2;Real Bed;103;100;;0;;21
7428841;2/7/15;100;Sol;Centro;Madrid;28013;Spain;40.416.754.666.409.700;-37.069.928.082.150.000;Apartment;Entire home/apt;6;1.0;2;3;Real Bed;129;100;25;3;87;21
14997760;23/8/16;100;Sol;Centro;Madrid;28013;Spain;4.041.883.147.872.040;-37.017.879.748.813.100;Guesthouse;Private room;2;1.0;1;1;Real Bed;42;;;27;91;8
16222484;3/12/16;50;Acacias;Arganzuela;Madrid;28005;Spain;404.026.545.725.272;-3.702.798.097.501.250;Apartment;Entire home/apt;6;2.0;3;4;Real Bed;100;;20;0;;1
13037881;18/3/13;50;Chopera;Arganzuela;Madrid;28045;Spain;4.039.232.490.198.460;-3.696.508.764.383.890;Apartment;Private room;2;1.0;1;1;Futon;25;;20;2;90;1
4018362;2/9/14;94;Chopera;Arganzuela;Madrid;28045;Spain;4.039.712.650.830.420;-369.865.204.895.574;Apartment;Private room;2;1.0;1;2;Real Bed;23;;;65;90;10
18105409;7/4/17;;Chopera;Arganzuela;Madrid;28045;Spain;4.039.258.167.446.400;-3.696.523.488.625.420;Apartment;Entire home/apt;4;1.0;2;3;Real Bed;50;100;30;0;;1
8878745;12/3/13;100;Chopera;Arganzuela;Madrid;28045;Spain;40.393.182.856.295.400;-36.955.135.768.041.700;Apartment;Private room;1;1.0;1;1;Real Bed;37;;;0;;3
15245145;27/9/16;100;Chopera;Arganzuela;Madrid;28045;Spain;4.039.577.124.785.350;-36.972.029.058.088.100;Apartment;Private room;3;2.0;1;3;Real Bed;22;;;1;100;1
15016564;12/9/16;;Chopera;Arganzuela;Madrid;28045;Spain;4.039.482.096.968.230;-36.968.689.281.060.600;Apartment;Private room;1;1.0;1;1;Real Bed;11;;;0;;1
6922729;20/6/15;100;Legazpi;Arganzuela;Madrid;28045;Spain;4.038.682.909.642.860;-3.692.015.218.388.520;Apartment;Private room;2;1.0;1;1;Real Bed;20;;;42;92;1
11536525;25/6/14;64;Legazpi;Arganzuela;Madrid;28045;Spain;4.039.194.979.404.450;-36.891.797.935.439.700;Apartment;Private room;2;2.0;1;1;Real Bed;31;;;35;96;1
